candidate_id,centre_id,year,session,exam_id,exam_level,exam_difficulty,online_adoption_year,ever_adopts,ability,degree_level,training_type,experience_years,study_hours_per_week,attendance_rate,delivery_mode,base_mark,marks,pass_fail,baseline_average_mark,historical_pass_rate,treated,post
1,26,2014,September,Exam_12,Intermediate,0.2792883344541916,2017.0,1,0.4967141530112327,Undergraduate,Training provider,0.1,15.05566331151746,85.69698619628383,Paper,65.09872407815105,65.61517140429238,Pass,60.59553610191862,,1,0
1,26,2015,June,Exam_17,Advanced,0.2561588739646711,2017.0,1,0.4967141530112327,Undergraduate,Training provider,0.1,15.05566331151746,85.69698619628383,Paper,60.214371380598664,54.78441983900682,Pass,60.59553610191862,1.0,1,0
1,26,2016,June,Exam_07,Intermediate,-0.515906232706024,2017.0,1,0.4967141530112327,Undergraduate,Training provider,0.1,15.05566331151746,85.69698619628383,Paper,69.07469691395212,61.38701706245665,Pass,60.59553610191862,1.0,1,0
1,26,2017,June,Exam_14,Advanced,-0.2638505204239646,2017.0,1,0.4967141530112327,Undergraduate,Training provider,0.1,15.05566331151746,85.69698619628383,Online,62.81441835254184,71.37440209060112,Pass,60.59553610191862,1.0,1,1
1,26,2021,June,Exam_17,Advanced,0.2561588739646711,2017.0,1,0.4967141530112327,Undergraduate,Training provider,0.1,15.05566331151746,85.69698619628383,Paper,60.214371380598664,56.35370851701936,Pass,60.59553610191862,1.0,1,1
2,20,2013,September,Exam_05,Foundation,0.2788261096057548,2018.0,1,-0.13826430117118466,None,Training provider,0.6,6.985344094415987,99.61662616663793,Paper,61.8866941713568,72.07864843533257,Pass,72.07864843533257,,1,0
2,20,2020,March,Exam_05,Foundation,0.2788261096057548,2018.0,1,-0.13826430117118466,None,Training provider,0.6,6.985344094415987,99.61662616663793,Online,61.8866941713568,50.29834041197411,Pass,72.07864843533257,1.0,1,1
2,20,2021,September,Exam_05,Foundation,0.2788261096057548,2018.0,1,-0.13826430117118466,None,Training provider,0.6,6.985344094415987,99.61662616663793,Online,61.8866941713568,58.547044383314855,Pass,72.07864843533257,1.0,1,1
3,6,2014,June,Exam_03,Foundation,0.11311547859347065,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Paper,73.73208914053998,68.30728630499496,Pass,66.23534893010091,,1,0
3,6,2015,December,Exam_08,Intermediate,0.10679479421106036,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Paper,68.76369256245205,66.37689934867817,Pass,66.23534893010091,1.0,1,0
3,6,2016,March,Exam_01,Foundation,0.032282650554696535,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Paper,74.13625328073385,66.49515413822658,Pass,66.23534893010091,1.0,1,0
3,6,2016,September,Exam_05,Foundation,0.2788261096057548,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Paper,72.90353598547857,70.03161086363443,Pass,66.23534893010091,1.0,1,0
3,6,2016,December,Exam_10,Intermediate,-0.4324548451190646,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Paper,71.45994075910266,59.96579399497039,Pass,66.23534893010091,1.0,1,0
3,6,2018,June,Exam_04,Foundation,-0.11628429734128778,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Online,74.87908802021377,91.3429245283854,Pass,66.23534893010091,1.0,1,1
3,6,2022,December,Exam_03,Foundation,0.11311547859347065,2018.0,1,0.6476885381006925,Undergraduate,Self-study,1.7,15.926120737319817,87.50416071965621,Online,73.73208914053998,68.41292548877144,Pass,66.23534893010091,1.0,1,1
4,6,2013,September,Exam_18,Advanced,0.05958877973088396,2018.0,1,1.5230298564080254,Undergraduate,Self-study,1.3,19.467644177922395,82.0623006316375,Paper,73.5343963871258,61.985856875574555,Pass,61.985856875574555,,1,0
5,27,2017,December,Exam_11,Intermediate,0.3002144461741223,2018.0,1,-0.23415337472333597,Undergraduate,Training provider,1.5,8.99356914324361,75.21831974034234,Paper,55.12228725842086,68.20394688412055,Pass,68.20394688412055,,1,0
5,27,2022,June,Exam_06,Foundation,-0.0956665520276151,2018.0,1,-0.23415337472333597,Undergraduate,Training provider,1.5,8.99356914324361,75.21831974034234,Online,62.10169224942955,56.53336233151586,Pass,68.20394688412055,1.0,1,1
6,18,2013,June,Exam_03,Foundation,0.11311547859347065,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Paper,64.26612023003105,62.43475780047302,Pass,67.55018038082011,,1,0
6,18,2014,June,Exam_12,Intermediate,0.2792883344541916,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Paper,58.43525595072744,68.66584611509158,Pass,67.55018038082011,1.0,1,0
6,18,2016,March,Exam_05,Foundation,0.2788261096057548,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Paper,63.43756707496962,65.2021092295361,Pass,67.55018038082011,1.0,1,0
6,18,2016,December,Exam_13,Advanced,-0.34799207698996343,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Paper,56.571658007948216,73.89800837817975,Pass,67.55018038082011,1.0,1,0
6,18,2018,December,Exam_11,Intermediate,0.3002144461741223,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Paper,58.330625392127786,74.51509136219637,Pass,67.55018038082011,1.0,1,1
6,18,2020,September,Exam_12,Intermediate,0.2792883344541916,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Paper,58.43525595072744,65.44780800135509,Pass,67.55018038082011,1.0,1,1
6,18,2021,June,Exam_15,Advanced,-0.056803045211810746,2017.0,1,-0.23413695694918055,None,Self-study,4.9,11.448806912373922,81.79430534425791,Online,55.11571284905745,64.2340450846197,Pass,67.55018038082011,1.0,1,1
